OTU	Dry_F_1	Dry_N_1	Wet_F_1	Wet_N_1	Dry_F_2	Dry_N_2	Wet_F_2	Wet_N_2	Dry_F_3	Dry_N_3	Wet_F_3	Wet_N_3	Dry_F_4	Dry_N_4	Wet_F_4	Wet_N_4	Dry_F_5	Dry_N_5	Wet_F_5	Wet_N_5
ASV_891	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_894	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_895	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_896	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_897	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_898	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_899	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_901	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_902	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_903	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_904	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_905	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_906	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_907	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_908	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_909	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_911	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_912	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_913	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_914	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_915	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_916	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_917	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_918	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_919	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_921	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_922	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_925	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_926	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_927	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_928	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_929	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_930	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_931	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_932	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_933	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_934	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_935	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_936	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_937	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_938	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_939	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_940	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_941	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_942	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_943	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_944	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_945	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_946	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_947	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_948	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_949	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_950	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_951	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_952	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_953	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_954	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_955	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_956	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_957	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_959	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_960	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_961	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_962	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_963	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_964	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_965	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_966	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_967	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_968	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_969	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_970	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_971	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_972	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_973	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_975	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_976	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_977	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_978	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_979	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_980	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_981	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_982	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_983	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_984	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_985	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_986	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_987	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_988	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_989	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_990	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_991	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_992	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_993	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_994	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_995	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_996	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_997	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_998	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_999	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1001	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1002	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1003	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1004	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1005	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1006	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1007	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1008	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1009	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1010	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1011	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1012	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1013	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_1014	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1015	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1016	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1017	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1018	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1019	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1020	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1022	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1023	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1024	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_1025	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1026	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1027	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_1028	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1029	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1030	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1031	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1032	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1033	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1034	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_1035	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1036	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1037	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1038	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1039	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1040	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1041	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1042	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1043	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1044	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1045	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1046	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1047	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1048	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1049	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1050	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_1051	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1052	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1053	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1054	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1055	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1056	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_1057	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1058	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1059	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1060	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1061	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1062	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1063	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1064	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1065	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1066	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1067	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1068	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1069	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1070	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1071	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1072	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1073	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1074	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1075	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1076	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1077	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1078	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1079	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1080	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1081	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1082	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1083	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1084	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1085	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1086	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1087	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1088	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1089	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1090	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_1091	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1093	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1094	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1095	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1096	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1097	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1098	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1099	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1100	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1101	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_1102	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1103	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1104	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1105	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1106	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ASV_1107	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASV_1108	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1109	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ASV_1110	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1111	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1112	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ASV_1113	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1114	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1115	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1116	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1117	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1118	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1119	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ASV_1120	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ASV_1121	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ASV_1122	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1123	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1124	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1125	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1126	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1127	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1128	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ASV_1129	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_1130	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_1131	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ASV_1132	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1133	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_1134	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_1135	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1136	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_1137	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1138	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ASV_1139	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ASV_1140	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1141	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_1142	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_1143	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1144	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_1145	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_1146	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_1147	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1148	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_1149	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ASV_1150	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_1151	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1152	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1153	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1154	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ASV_1155	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1156	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1157	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ASV_1159	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1160	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1161	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1162	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1163	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1164	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_1165	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ASV_1167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_1168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_1169	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1170	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1171	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1172	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1173	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1174	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ASV_1175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV_1176	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_1177	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1178	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1179	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1180	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1181	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1182	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1183	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1184	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_1185	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_1186	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
