OTU	Dry_F_1	Dry_F_2	Dry_F_3	Dry_F_4	Dry_F_5	Dry_N_1	Dry_N_2	Dry_N_3	Dry_N_4	Dry_N_5	Wet_F_1	Wet_F_2	Wet_F_3	Wet_F_4	Wet_F_5	Wet_N_1	Wet_N_2	Wet_N_3	Wet_N_4	Wet_N_5
OTU_1774	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1776	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1782	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1784	0	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	2
OTU_1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
OTU_1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
OTU_1796	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1797	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1802	0	0	0	3	0	0	0	0	0	0	0	3	4	4	0	1	0	0	0	0
OTU_1803	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_1805	0	0	0	2	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0
OTU_1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1807	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1808	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	2	0
OTU_1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_1811	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
OTU_1812	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1813	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1816	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1820	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1822	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OTU_1823	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1824	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	12	0	0
OTU_1825	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1826	0	0	0	0	0	0	0	0	0	0	6	1	0	5	0	0	0	0	0	0
OTU_1828	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
OTU_1831	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_1836	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
OTU_1837	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1841	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1842	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1843	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	2	0	0	0
OTU_1846	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_1847	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1849	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
OTU_1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1856	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1858	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1859	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1862	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	4	0	1
OTU_1864	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1866	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1868	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1870	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1871	0	12	10	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_1872	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
OTU_1873	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1878	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1879	1	0	0	0	0	4	0	0	0	0	2	0	1	0	1	0	0	0	0	0
OTU_1880	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_1881	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_1882	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_1889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_1892	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1893	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1895	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0
OTU_1896	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1
OTU_1898	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
OTU_1906	1	2	0	0	0	0	0	0	0	0	4	0	3	2	1	1	2	0	1	0
OTU_1907	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1908	2	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1909	3	2	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	2
OTU_1910	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1911	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_1913	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1915	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_1921	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1922	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1924	4	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_1925	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	2
OTU_1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7
OTU_1928	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_1929	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1930	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0
OTU_1931	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1935	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_1936	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1937	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	1
OTU_1939	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1940	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_1941	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1943	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1944	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1947	0	1	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	1
OTU_1948	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1950	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1952	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1953	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1955	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0
OTU_1956	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1958	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_1962	0	1	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_1963	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1964	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1967	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1973	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5
OTU_1977	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_1980	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1981	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1982	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1983	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1987	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1988	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_1991	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
OTU_1993	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1996	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6
OTU_1997	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_2001	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2002	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0
OTU_2004	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2010	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2013	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2015	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OTU_2018	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2019	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_2020	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2024	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2027	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_2028	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_2031	0	1	0	0	2	3	0	0	1	0	0	0	0	0	13	0	0	0	0	5
OTU_2032	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_2039	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2041	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_2042	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2043	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2046	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
OTU_2047	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU_2048	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU_2053	0	1	2	3	2	0	5	2	0	0	0	0	1	2	0	0	0	2	4	1
OTU_2054	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2055	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_2061	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0
OTU_2062	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2063	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1
OTU_2065	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2066	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2067	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_2077	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_2081	1	0	0	0	5	0	0	1	0	0	1	6	1	6	26	0	164	0	1	9
OTU_2082	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_2083	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_2085	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1
OTU_2086	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
OTU_2087	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2088	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2090	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1
OTU_2097	0	0	0	0	0	0	0	0	0	0	0	1	10	4	0	0	0	0	0	0
OTU_2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_2101	0	0	1	1	0	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0
OTU_2102	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0
OTU_2103	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2106	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2108	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2109	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2110	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2111	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	10	1	0	0	0
OTU_2114	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_2115	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2116	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_2117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_2118	1	0	1	0	1	0	2	0	1	1	0	0	1	0	0	0	0	1	0	1
OTU_2119	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2122	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
OTU_2125	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	0	0	0
OTU_2126	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2130	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU_2132	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_2133	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2135	0	0	0	1	0	0	1	0	0	0	0	3	0	0	2	0	0	1	0	2
OTU_2137	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2139	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2152	0	0	0	0	0	0	0	0	0	0	3	7	2	0	0	0	1	0	0	0
OTU_2154	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0
OTU_2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_2160	1	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2163	0	0	0	7	1	0	1	0	0	0	34	0	10	0	7	0	0	28	0	17
OTU_2171	0	0	5	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2172	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2173	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2175	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2178	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2179	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OTU_2180	1	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2183	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0
OTU_2184	1	0	0	2	0	1	1	0	0	0	0	1	1	4	0	0	0	0	0	0
OTU_2185	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
OTU_2191	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
OTU_2192	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2202	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
OTU_2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2204	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2206	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2208	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0
OTU_2210	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0
OTU_2212	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_2220	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2223	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2224	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
OTU_2231	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2232	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_2233	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2236	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_2241	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_2242	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU_2249	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
OTU_2256	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2257	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
OTU_2258	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2260	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0
OTU_2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_2265	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_2267	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2269	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2270	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2273	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
OTU_2274	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
OTU_2277	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_2278	1	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0
OTU_2282	0	1	3	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2284	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_2289	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	4	4	0	1
OTU_2290	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_2291	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	3	0	0
OTU_2293	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_2294	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OTU_2295	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2299	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2301	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2304	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2307	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2308	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2314	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2315	0	0	0	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
OTU_2316	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_2318	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
OTU_2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2324	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2326	2	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_2328	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1
OTU_2334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	4
OTU_2336	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0
OTU_2338	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2339	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2341	2	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_2348	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_2352	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2353	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OTU_2357	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_2359	0	0	2	0	1	2	0	0	0	2	0	12	20	3	7	5	7	0	0	10
OTU_2361	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2362	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
OTU_2367	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2368	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2369	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2370	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2371	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_2373	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2374	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2375	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2376	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2378	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2381	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2382	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0
OTU_2383	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2385	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2389	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2390	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
