#OTU ID	m161004_131820_42237_c101086072550000001823265803091794_s1_p0	m161004_173440_42237_c101086072550000001823265803091795_s1_p0	m161004_215100_42237_c101086072550000001823265803091796_s1_p0	m161005_020720_42237_c101086072550000001823265803091797_s1_p0	m161005_062341_42237_c101086352550000001823265803091720_s1_p0	m161005_104000_42237_c101086352550000001823265803091721_s1_p0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72640/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72967/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72977/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/73129/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/73154/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/73584/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/73648/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/73659/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/73925/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/74472/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/74603/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/74772/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/74841/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/74919/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/75490/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/75520/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/75644/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/7572/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/75864/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/75871/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/75901/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76112/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76188/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76348/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76369/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76505/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76720/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76763/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76791/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/76804/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/77023/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/77299/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/77593/ccs	0	0	0	0	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/77658/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/77663/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/77688/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78191/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78337/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78484/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78708/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78720/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78739/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78778/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78866/ccs	0	1	0	3	4	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/78979/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/79016/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/79044/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/79254/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/79375/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/79406/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/79781/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/80517/ccs	1	0	1	3	4	3
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/80844/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/81231/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/81351/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/81424/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/81866/ccs	3	1	2	2	9	3
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/81876/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82065/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82116/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82165/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82466/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82556/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82586/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/82824/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/83141/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/83184/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/8384/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/84034/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/8413/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/84176/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/84457/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/84886/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85237/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/8533/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85448/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85542/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85706/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85710/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85744/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/858/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/85936/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/86280/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/86469/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/86476/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/86517/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/86693/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/87372/ccs	1	1	2	1	5	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/87708/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/87892/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/88102/ccs	2	0	1	0	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/88334/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/88382/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/88418/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/88462/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/88877/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/89419/ccs	0	0	0	3	5	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/89433/ccs	0	0	1	0	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/89467/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/89713/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/89871/ccs	1	2	2	3	4	3
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/90097/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/90360/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/90547/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/90653/ccs	2	2	1	2	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/90670/ccs	0	1	0	0	2	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/9090/ccs	7	1	2	5	4	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/91368/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/91979/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/92540/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/92988/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/93181/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/93587/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/93966/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/9399/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/94149/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/9499/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95165/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95430/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95441/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95618/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95677/ccs	0	1	0	0	2	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/958/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95803/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95877/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/95945/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/96652/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/96954/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/97303/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/97466/ccs	2	2	0	0	3	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/97574/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/97666/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/97976/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/98501/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/98532/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/98629/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/98716/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/98986/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/99628/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/99653/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/99750/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/99822/ccs	0	0	0	0	1	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/100148/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/10054/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/101175/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/101356/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/101427/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/101946/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/102030/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/102132/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/102251/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/102524/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/102684/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/103056/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/103387/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/103400/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/103591/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/10393/ccs	0	0	0	0	0	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/104017/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/10420/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/104243/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/10440/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/105743/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106147/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106171/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106226/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106234/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106295/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106686/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106776/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106851/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/106988/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/1071/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/107217/ccs	0	0	0	0	0	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/107784/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/107792/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/107834/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/108021/ccs	1	1	2	2	1	7
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/108150/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/108300/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/108543/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/108938/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/109139/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/109349/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/109594/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/109699/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/109718/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/109719/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/110030/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/110321/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/110351/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/110365/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/110787/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111041/ccs	0	0	0	0	0	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111105/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111256/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111262/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111305/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111601/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111879/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111889/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111925/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/111997/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/112817/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/113035/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/113293/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/113850/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114326/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114337/ccs	0	0	0	0	1	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114549/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114553/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114805/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114851/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114861/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/114931/ccs	1	1	2	1	2	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/115003/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/115102/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/115326/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/115430/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/115706/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/115726/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/116042/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/116246/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/11628/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/116804/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/116942/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/117112/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/117181/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/117265/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/117431/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/117663/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/118185/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/118200/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/118512/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/118851/ccs	3	1	0	0	1	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/119199/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/119365/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/119397/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/119778/ccs	0	0	0	0	0	2
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/119956/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/119994/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/120072/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/120373/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/120581/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/120743/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/120960/ccs	0	0	0	0	0	4
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/120973/ccs	0	0	0	0	0	1
m161005_104000_42237_c101086352550000001823265803091721_s1_p0/121254/ccs	0	0	0	0	0	1
